Wafer_Num,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F4,Thin F3,Thin F2,Thin F1,Source_Power,Selectivity,Temp_Etching,Temp_Etching2,Temp_Etching3,Temp_Etching4,etching_rate_f1,etching_rate_f2,etching_rate_f3,etching_rate_f4
23,wet,1275.752707,H2O,44.84,0.217,24,715.335,1.1327,20.77,14.915,20.005,203.214,90,503.214,4064.29,5080.362,5.079,93.135,29.998,33.777,365,473.417,106.615,333,1445,3663,5730,50.477,1.012,71.533,77.94995006,79.50993432,69.42003614,1423.35,2067,2218,1112
24,wet,1273.413729,H2O,44.87,0.219,26,717.937,0.90251,20.546,15.039,20,204.229,90,504.229,4084.573,5105.717,5.103,94.179,30.003,48.896,365,482.215,108.036,269,1511,3658,5741,50.856,1.021,71.794,78.05994895,79.45993482,70.08002948,1438.37,2083,2147,1242
25,wet,1273.038761,H2O,44.97,0.22,27,713.61,0.91685,15.457,15.015,20,205.405,90,505.405,4108.098,5135.123,5.126,94.168,29.991,36.025,365,469.93,107.441,216,1477,3656,5699,51.057,1.026,71.361,77.63995319,79.43993502,69.74003291,1437.1,2043,2179,1261
26,wet,1280.10712,H2O,44.98,0.218,25,720.436,0.79532,19.017,15.112,20.002,205.027,89.999,505.027,4100.542,5125.677,5.107,93.641,30.005,39.751,365,480.764,107.419,278,1490,3662,5717,50.855,1.021,72.044,77.81995137,79.49993442,69.87003159,1487.36,2055,2172,1212
27,wet,1270.900465,H2O,44.8,0.219,26,711.993,1.10226,17.367,15.044,19.996,204.363,90,504.363,4087.265,5109.081,5.11,93.373,30.004,31.188,365,471.539,106.512,329,1447,3664,5704,50.927,1.023,71.199,77.68995268,79.51993422,69.44003593,1415.93,2040,2217,1118
1,wet,1275.889228,H2O,44.85,0.215,22,717.559,0.91575,16.09,15.027,19.998,203.609,89.999,503.609,4072.172,5090.215,5.094,93.759,29.995,31.064,365,469.44,106.68,277,1486,3659,5726,50.712,1.018,71.756,77.90995046,79.46993472,69.830032,1449.59,2067,2173,1209
2,wet,1273.139166,H2O,44.98,0.218,25,723.533,0.93108,19.026,14.862,20.001,204.457,90,504.457,4089.147,5111.434,5.142,93.835,29.997,34.809,365,472.467,106.929,252,1424,3667,5750,50.985,1.025,72.353,78.14994804,79.54993391,69.21003825,1485.33,2083,2243,1172
3,wet,1279.045765,H2O,45.14,0.219,26,720.668,0.76782,18.891,15.117,20.001,205.176,90.001,505.176,4103.51,5129.388,5.134,95.54,29.997,38.514,365,470.478,107.659,204,1412,3658,5705,50.812,1.02,72.067,77.69995258,79.45993482,69.09003947,1501.68,2047,2246,1208
4,wet,1275.605504,H2O,45.07,0.219,26,722.091,0.26069,13.788,15,20.004,207.765,90.001,507.765,4155.307,5194.134,5.189,95.135,30,31.605,365,460.719,107.748,154,1449,3661,5708,50.964,1.024,72.209,77.72995228,79.48993452,69.46003573,1512.91,2047,2212,1295
5,wet,1274.027776,H2O,45.1,0.22,27,720.444,0.87618,18.771,15.02,19.998,206.887,90,506.887,4137.747,5172.184,5.147,94.464,30.006,34.303,365,472.83,106.783,207,1327,3658,5724,50.635,1.016,72.044,77.88995067,79.45993482,68.24004804,1480.44,2066,2331,1120
6,wet,1269.454003,H2O,44.96,0.217,24,706.242,0.84107,20.701,14.957,19.995,205.924,90,505.924,4118.487,5148.108,5.146,94.028,30.005,35.4,365,474.027,106.916,183,1353,3645,5693,50.678,1.017,70.624,77.57995379,79.32993613,68.50004542,1369.42,2048,2292,1170
7,wet,1273.698908,H2O,44.9,0.216,23,712.373,1.09045,11.253,15.047,20,204.94,89.999,504.94,4098.797,5123.496,5.107,93.706,30.003,31.265,365,472.243,106.405,249,1515,3656,5704,50.504,1.013,71.237,77.68995268,79.43993502,70.12002907,1419.73,2048,2141,1266
8,wet,1272.216734,H2O,45.16,0.214,21,710.456,0.98943,15.286,15.035,19.997,204.536,90,504.536,4090.713,5113.392,5.115,93.648,30,33.199,365,472.83,106.541,141,1363,3646,5727,50.519,1.013,71.046,77.91995036,79.33993603,68.60004441,1377.56,2081,2283,1222
9,wet,1280.687973,H2O,45.19,0.214,21,708.586,1.04604,12.463,15.112,19.996,204.718,90,504.718,4094.368,5117.96,5.116,93.518,30.005,35.404,365,477.914,106.517,208,1344,3648,5706,50.471,1.012,70.859,77.70995248,79.35993583,68.41004633,1379.86,2058,2304,1136
10,wet,1275.153349,H2O,45.08,0.215,22,712.936,0.84374,19.767,14.91,19.999,204.22,90,504.22,4084.397,5105.496,5.092,93.432,29.99,31.011,365,470.446,106.56,230,1520,3655,5734,50.294,1.007,71.294,77.98994966,79.42993513,70.17002857,1395.36,2079,2135,1290
11,wet,1275.182502,H2O,45.1,0.214,21,715.498,0.89644,16.029,15.005,19.998,204.429,90,504.429,4088.587,5110.734,5.114,93.622,29.996,32.525,365,468.93,106.744,177,1510,3655,5726,50.601,1.015,71.55,77.90995046,79.42993513,70.07002958,1428.98,2071,2145,1333
12,wet,1268.105427,H2O,45.07,0.215,22,707.179,1.02384,17.587,14.949,20,204.266,90,504.266,4085.33,5106.662,5.083,93.227,29.994,28.001,365,469.586,106.174,180,1433,3643,5690,50.424,1.011,70.718,77.5499541,79.30993634,69.30003735,1381.79,2047,2210,1253
13,wet,1279.160563,H2O,45.12,0.214,21,712.946,1.02634,16.445,14.978,19.994,203.401,90,503.401,4068.014,5085.017,5.098,93.547,29.992,32.11,365,476.399,106.108,142,1472,3649,5700,50.602,1.015,71.295,77.64995309,79.36993573,69.69003341,1429.46,2051,2177,1330
14,wet,1272.804948,H2O,45.34,0.213,20,711.987,0.56833,15.306,15.05,20.002,203.67,90,503.67,4073.408,5091.76,5.107,93.487,30.007,35.822,365,476.997,106.765,127,1341,3646,5722,50.544,1.014,71.199,77.86995087,79.33993603,68.38004663,1397.87,2076,2305,1214
15,wet,1278.097085,H2O,45.26,0.215,22,716.238,1.07973,13.773,14.962,19.998,203.659,90,503.659,4073.181,5091.477,5.092,93.39,30.006,30.007,365,468.672,106.606,193,1430,3656,5735,50.576,1.014,71.624,77.99994956,79.43993502,69.27003765,1427.38,2079,2226,1237
