No_Die,Datetime,Lot_Num,Wafer_Num,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp
NOLSM626245,20-02-2019 ?? 9:04:30,24,5,1,Implantation,1.23E+16,1.17E+17,7.12E+17,3.00E+17,6.00E+17,32302.461,0.01,104.342,910,157
NOLSM627246,20-02-2019 ?? 9:04:30,24,6,3,Implantation,4.92E+15,3.51E+16,4.24E+15,3.02E+17,6.00E+17,32300.319,0.01,104.353,910,157
NOLSM628247,20-02-2019 ?? 9:04:30,24,7,3,Implantation,2.16E+16,2.02E+17,1.16E+18,3.00E+17,6.00E+17,32300.86,0.01,104.344,909,157
NOLSM629248,20-02-2019 ?? 9:04:30,24,8,1,Implantation,6.14E+15,17434023167,510167093.4,3.00E+17,6.00E+17,32296.362,0.01,106.121,909,159
NOLSM630249,20-02-2019 ?? 9:04:30,24,9,1,Implantation,1.52E+16,6.97E+14,2.54E+12,3.00E+17,6.00E+17,32303.654,0.01,105.93,910,159
NOLSM6312410,20-02-2019 ?? 9:04:30,24,10,2,Implantation,1.47E+16,9.32E+16,3.76E+17,3.02E+17,6.00E+17,32302.162,0.01,105.558,909,158
NOLSM6322411,20-02-2019 ?? 9:04:30,24,11,3,Implantation,1.27E+16,4.37E+16,1.65E+16,3.01E+17,6.00E+17,32300.976,0.01,105.627,909,158
NOLSM6332412,20-02-2019 ?? 9:04:30,24,12,3,Implantation,1.79E+16,1.41E+17,1.00E+18,2.99E+17,6.00E+17,32299.379,0.01,105.26,909,158
NOLSM6342413,20-02-2019 ?? 9:04:30,24,13,1,Implantation,1.32E+16,8.06E+16,3.39E+17,2.98E+17,6.00E+17,32299.596,0.01,105.117,909,158
NOLSM6352414,20-02-2019 ?? 9:04:30,24,14,1,Implantation,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,0.01,104.988,909,157
NOLSM6362415,20-02-2019 ?? 9:04:30,24,15,2,Implantation,1.14E+16,1.10E+17,6.63E+17,3.01E+17,6.00E+17,32301.209,0.01,104.424,909,157
NOLSM6372416,20-02-2019 ?? 9:04:30,24,16,3,Implantation,1.44E+16,1.99E+16,5.70E+17,3.01E+17,6.00E+17,32299.831,0.01,104.249,909,156
NOLSM6382417,20-02-2019 ?? 9:04:30,24,17,2,Implantation,1.41E+16,9.51E+16,6.14E+17,3.02E+17,6.00E+17,32303.551,0.01,104.201,910,156
NOLSM6392418,20-02-2019 ?? 9:04:30,24,18,1,Implantation,1.40E+16,1.11E+17,8.27E+16,3.00E+17,6.00E+17,32296.526,0.01,104.157,909,156
NOLSM6402419,20-02-2019 ?? 9:04:30,24,19,1,Implantation,1.09E+16,8.49E+15,3.60E+13,3.00E+17,6.00E+17,32297.235,0.01,104.083,909,156
NOLSM6412420,20-02-2019 ?? 9:04:30,24,20,3,Implantation,1.52E+16,7.30E+16,1.69E+17,3.00E+17,6.00E+17,32297.616,0.01,104.032,909,156
NOLSM6422421,20-02-2019 ?? 9:04:30,24,21,3,Implantation,1.27E+16,3.73E+16,1.08E+16,2.99E+17,6.00E+17,32301.908,0.01,104.011,909,156
NOLSM6432422,20-02-2019 ?? 9:04:30,24,22,2,Implantation,1.79E+16,4.12E+16,5.38E+16,3.03E+17,6.00E+17,32299.834,0.01,104.113,909,156
NOLSM6442423,20-02-2019 ?? 9:04:30,24,23,1,Implantation,3.98E+15,3.84E+16,5.89E+16,3.00E+17,6.00E+17,32299.948,0.01,104.968,909,157
NOLSM6452424,20-02-2019 ?? 9:04:30,24,24,1,Implantation,1.91E+16,9.28E+16,1.09E+18,2.99E+17,6.00E+17,32299.617,0.01,104.463,910,157
NOLSM6462425,20-02-2019 ?? 9:04:30,24,25,2,Implantation,2.17E+16,1.49E+17,1.94E+17,3.00E+17,6.00E+17,32293.932,0.01,104.301,909,156
NOLSM6472426,20-02-2019 ?? 9:04:30,24,26,3,Implantation,1.58E+16,1.47E+17,1.62E+17,3.00E+17,6.00E+17,32044.174,0.01,103.139,923,155
NOLSM6482427,20-02-2019 ?? 9:04:30,24,27,3,Implantation,2.28E+15,2.62E+15,1.17E+17,3.00E+17,6.00E+17,32057.073,0.01,103.072,906,155
NOLSM649251,21-02-2019 ?? 9:04:30,25,1,2,Implantation,1.87E+16,8.46E+15,1.23E+13,2.99E+17,6.00E+17,32054.907,0.01,102.945,909,154
NOLSM650252,21-02-2019 ?? 9:04:30,25,2,1,Implantation,3.39E+15,1.27E+15,2.01E+17,3.00E+17,6.00E+17,32052.091,0.01,102.001,915,153
NOLSM651253,21-02-2019 ?? 9:04:30,25,3,1,Implantation,1.36E+16,7.34E+14,2.31E+17,2.99E+17,6.00E+17,32045.703,0.01,102.084,915,153
NOLSM652254,21-02-2019 ?? 9:04:30,25,4,2,Implantation,4.90E+15,2.05E+14,5.08E+16,3.00E+17,6.00E+17,32045.121,0.01,101.727,914,153
NOLSM653255,21-02-2019 ?? 9:04:30,25,5,3,Implantation,2.97E+15,9.46E+14,5.78E+16,2.98E+17,6.00E+17,32045.65,0.01,101.34,902,152
NOLSM654256,21-02-2019 ?? 9:04:30,25,6,3,Implantation,7.79E+15,3.70E+12,36561499.58,3.00E+17,6.00E+17,32059.916,0.01,100.528,919,151
NOLSM655257,21-02-2019 ?? 9:04:30,25,7,2,Implantation,4.19E+15,1.25E+14,5.42E+12,3.00E+17,6.00E+17,32050.475,0.01,103.27,923,155
NOLSM656258,21-02-2019 ?? 9:04:30,25,8,1,Implantation,9.04E+15,4.49E+11,2.24E+17,2.98E+17,6.00E+17,32054.103,0.01,103.474,910,155
NOLSM657259,21-02-2019 ?? 9:04:30,25,9,1,Implantation,1.47E+16,1.11E+15,1.80E+15,3.00E+17,6.00E+17,32044.64,0.01,103.707,906,156
NOLSM6582510,21-02-2019 ?? 9:04:30,25,10,2,Implantation,6.59E+15,2.43E+14,1.77E+11,3.01E+17,6.00E+17,32040.609,0.01,102.727,906,154
NOLSM6592511,21-02-2019 ?? 9:04:30,25,11,3,Implantation,1.15E+16,1.02E+17,421216908.2,3.00E+17,6.00E+17,32043.72,0.01,103.396,907,155
NOLSM6602512,21-02-2019 ?? 9:04:30,25,12,3,Implantation,1.69E+16,1.50E+14,1.12E+12,3.00E+17,6.00E+17,32055.941,0.01,104.309,890,156
NOLSM6612513,21-02-2019 ?? 9:04:30,25,13,2,Implantation,1.11E+16,2.02E+16,4.48E+17,3.00E+17,6.00E+17,32051.147,0.01,104.403,861,157
NOLSM6622514,21-02-2019 ?? 9:04:30,25,14,1,Implantation,1.75E+16,1.03E+15,1.40E+15,3.01E+17,6.00E+17,32044.633,0.01,104.649,865,157
NOLSM6632515,21-02-2019 ?? 9:04:30,25,15,1,Implantation,1.62E+16,8.15E+16,9.08E+17,3.02E+17,6.00E+17,32039.65,0.01,104.761,865,157
NOLSM6642516,21-02-2019 ?? 9:04:30,25,16,2,Implantation,2.12E+16,5.50E+16,7.86E+17,3.00E+17,6.00E+17,32041.139,0.01,104.099,865,156
NOLSM6652517,21-02-2019 ?? 9:04:30,25,17,3,Implantation,7.16E+15,5.16E+16,2.90E+17,3.01E+17,6.00E+17,32043.715,0.01,104.149,865,156
NOLSM6662518,21-02-2019 ?? 9:04:30,25,18,3,Implantation,1.41E+16,2.96E+15,2.94E+15,3.00E+17,6.00E+17,32040.817,0.01,103.505,869,155
NOLSM6672519,21-02-2019 ?? 9:04:30,25,19,2,Implantation,6.13E+15,5.26E+15,8.21E+15,2.98E+17,6.00E+17,32047.486,0.01,104.14,865,156
NOLSM6682520,21-02-2019 ?? 9:04:30,25,20,1,Implantation,9.00E+15,1.28E+15,1.84E+17,2.99E+17,6.00E+17,32043.586,0.01,104.742,865,157
NOLSM6692521,21-02-2019 ?? 9:04:30,25,21,1,Implantation,6.77E+15,6.76E+16,6.39E+14,2.99E+17,6.00E+17,32469.85,0.01,104.238,865,156
NOLSM6702522,21-02-2019 ?? 9:04:30,25,22,2,Implantation,1.15E+16,2.07E+16,5.88E+17,2.99E+17,6.00E+17,32466.046,0.01,104.536,866,157
NOLSM6712523,21-02-2019 ?? 9:04:30,25,23,3,Implantation,4.77E+15,5.10E+15,5.09E+16,3.01E+17,6.00E+17,32467.764,0.01,104.579,863,157
NOLSM6722524,21-02-2019 ?? 9:04:30,25,24,3,Implantation,5.88E+15,2.08E+16,2.62E+16,3.01E+17,6.00E+17,32472.189,0.01,104.59,866,157
NOLSM6732525,21-02-2019 ?? 9:04:30,25,25,1,Implantation,1.75E+16,1.74E+17,4.08E+16,2.99E+17,6.00E+17,32471.558,0.01,105.153,861,158
NOLSM6742526,21-02-2019 ?? 9:04:30,25,26,1,Implantation,2.09E+16,1.52E+16,4.21E+13,2.99E+17,6.00E+17,32468.26,0.01,105.083,861,158
NOLSM6752527,21-02-2019 ?? 9:04:30,25,27,3,Implantation,2.44E+15,4.19E+15,1.33E+17,2.99E+17,6.00E+17,32469.21,0.01,105.182,860,158
NOLSM676261,22-02-2019 ?? 9:04:30,26,1,3,Implantation,5.91E+15,2.54E+16,2.64E+17,3.01E+17,6.00E+17,32473.356,0.01,105.315,861,158
NOLSM677262,22-02-2019 ?? 9:04:30,26,2,1,Implantation,1.26E+16,9.82E+16,7.23E+17,3.01E+17,6.00E+17,32478.804,0.01,105.858,860,159
NOLSM678263,22-02-2019 ?? 9:04:30,26,3,1,Implantation,3.88E+15,2.96E+13,3.90E+16,3.00E+17,6.00E+17,32479.394,0.01,105.769,861,159
NOLSM679264,22-02-2019 ?? 9:04:30,26,4,2,Implantation,1.53E+16,8.62E+16,9.20E+17,3.00E+17,6.00E+17,32475.954,0.01,105.814,860,159
NOLSM680265,22-02-2019 ?? 9:04:30,26,5,3,Implantation,4.10E+15,1.67E+16,1.77E+16,2.98E+17,6.00E+17,32473.014,0.01,105.952,861,159
NOLSM681266,22-02-2019 ?? 9:04:30,26,6,3,Implantation,1.98E+16,9.28E+16,1.18E+18,3.01E+17,6.00E+17,32492.602,0.01,106.016,860,159
NOLSM682267,22-02-2019 ?? 9:04:30,26,7,2,Implantation,1.69E+16,1.60E+17,7.44E+17,3.00E+17,6.00E+17,32486.114,0.01,106.433,861,160
NOLSM683268,22-02-2019 ?? 9:04:30,26,8,1,Implantation,1.49E+16,1.49E+17,3.50E+16,3.01E+17,6.00E+17,32477.288,0.01,106.419,861,160
NOLSM684269,22-02-2019 ?? 9:04:30,26,9,1,Implantation,1.61E+16,2.89E+16,4.60E+17,3.00E+17,6.00E+17,32475.062,0.01,106.482,861,160
NOLSM6852610,22-02-2019 ?? 9:04:30,26,10,2,Implantation,1.48E+16,8.06E+15,1.61E+11,2.99E+17,6.00E+17,32474.777,0.01,106.552,860,160
NOLSM6862611,22-02-2019 ?? 9:04:30,26,11,3,Implantation,1.60E+16,6.67E+15,1.65E+17,3.00E+17,6.00E+17,32474.989,0.01,106.425,860,160
NOLSM6872612,22-02-2019 ?? 9:04:30,26,12,3,Implantation,1.52E+16,1.01E+17,7.62E+17,2.99E+17,6.00E+17,32484.167,0.01,105.706,861,159
NOLSM6882613,22-02-2019 ?? 9:04:30,26,13,2,Implantation,1.29E+16,9.99E+16,1.56E+16,3.01E+17,6.00E+17,32482.503,0.01,106.417,861,160
NOLSM6892614,22-02-2019 ?? 9:04:30,26,14,1,Implantation,1.37E+16,1.17E+11,146815735.9,3.01E+17,6.00E+17,32478.466,0.01,106.208,861,159
NOLSM6902615,22-02-2019 ?? 9:04:30,26,15,1,Implantation,1.65E+16,1.65E+17,8.14E+17,3.03E+17,6.00E+17,32471.405,0.01,106.027,860,159
NOLSM6912616,22-02-2019 ?? 9:04:30,26,16,2,Implantation,2.05E+16,1.70E+17,7.40E+17,3.00E+17,6.00E+17,32474.891,0.01,106.16,860,159
NOLSM6922617,22-02-2019 ?? 9:04:30,26,17,3,Implantation,1.98E+16,1.05E+16,4.00E+17,3.00E+17,6.00E+17,32470.956,0.01,106.01,860,159
NOLSM6932618,22-02-2019 ?? 9:04:30,26,18,3,Implantation,1.56E+16,1.12E+17,2.05E+16,3.00E+17,6.00E+17,32470.502,0.01,105.956,860,159
NOLSM6942619,22-02-2019 ?? 9:04:30,26,19,2,Implantation,2.07E+16,1.79E+16,1.24E+18,3.01E+17,6.00E+17,32479.61,0.01,105.84,860,159
NOLSM6952620,22-02-2019 ?? 9:04:30,26,20,1,Implantation,1.80E+16,8.75E+16,11461295709,3.02E+17,6.00E+17,32473.864,0.01,106.764,860,160
NOLSM6962621,22-02-2019 ?? 9:04:30,26,21,1,Implantation,1.53E+16,2.33E+16,6.91E+17,3.00E+17,6.00E+17,32455.142,0.01,105.962,860,159
NOLSM6972622,22-02-2019 ?? 9:04:30,26,22,2,Implantation,1.86E+16,1.83E+17,2.23E+16,2.99E+17,6.00E+17,32442.676,0.01,105.815,860,159
NOLSM6982623,22-02-2019 ?? 9:04:30,26,23,3,Implantation,1.59E+16,1.30E+17,3.35E+17,2.99E+17,6.00E+17,32423.651,0.01,105.711,860,159
NOLSM6992624,22-02-2019 ?? 9:04:30,26,24,3,Implantation,1.02E+16,3.25E+15,2.44E+17,3.00E+17,6.00E+17,32413.504,0.01,105.503,860,158
NOLSM7002625,22-02-2019 ?? 9:04:30,26,25,2,Implantation,2.02E+16,1.88E+17,1.20E+18,3.01E+17,6.00E+17,32415.844,0.01,105.079,860,158
NOLSM7012626,22-02-2019 ?? 9:04:30,26,26,1,Implantation,2.95E+15,3.27E+15,1.31E+15,3.01E+17,6.00E+17,32428.073,0.01,105.014,860,158
NOLSM7022627,22-02-2019 ?? 9:04:30,26,27,1,Implantation,2.17E+16,2.17E+17,3.82E+17,3.01E+17,6.00E+17,32424.728,0.01,104.272,860,156
NOLSM704272,23-02-2019 ?? 9:04:30,27,2,3,Implantation,1.12E+16,4.36E+16,72150123624,3.01E+17,6.00E+17,32456.369,0.01,104.468,861,157
NOLSM705273,23-02-2019 ?? 9:04:30,27,3,3,Implantation,2.15E+16,1.05E+17,6.25E+16,3.01E+17,6.00E+17,32452.911,0.01,105.038,860,158
NOLSM706274,23-02-2019 ?? 9:04:30,27,4,2,Implantation,1.53E+16,2.37E+13,2.35E+14,3.00E+17,6.00E+17,32423.19,0.01,104.926,860,157
NOLSM707275,23-02-2019 ?? 9:04:30,27,5,1,Implantation,4.32E+15,2.07E+15,8.84E+13,3.02E+17,6.00E+17,32546.56,0.01,103.059,913,155
NOLSM708276,23-02-2019 ?? 9:04:30,27,6,1,Implantation,6.66E+15,5.58E+15,1.90E+16,3.00E+17,6.00E+17,32555.893,0.01,103.245,910,155
NOLSM709277,23-02-2019 ?? 9:04:30,27,7,2,Implantation,1.76E+16,4.14E+14,2.61E+12,3.01E+17,6.00E+17,32556.464,0.01,102.271,906,153
NOLSM710278,23-02-2019 ?? 9:04:30,27,8,3,Implantation,1.85E+16,7.08E+14,4.44E+16,3.00E+17,6.00E+17,32546.944,0.01,102.967,906,154
NOLSM711279,23-02-2019 ?? 9:04:30,27,9,3,Implantation,4.58E+15,1.18E+15,2.65E+17,3.00E+17,6.00E+17,32553.593,0.01,102.462,906,154
NOLSM7122710,23-02-2019 ?? 9:04:30,27,10,2,Implantation,2.07E+16,1.87E+15,5.45E+17,3.00E+17,6.00E+17,32542.845,0.01,102.455,906,154
NOLSM7132711,23-02-2019 ?? 9:04:30,27,11,1,Implantation,1.85E+16,6.74E+16,8.73E+15,3.00E+17,6.00E+17,32527.163,0.01,102.462,906,154
NOLSM7142712,23-02-2019 ?? 9:04:30,27,12,1,Implantation,9.42E+15,2.75E+16,8.20E+16,3.01E+17,6.00E+17,32568.434,0.01,103,907,154
NOLSM7152713,23-02-2019 ?? 9:04:30,27,13,2,Implantation,6.07E+15,1.67E+12,4.07E+11,2.99E+17,6.00E+17,32567.933,0.01,102.843,902,154
NOLSM7162714,23-02-2019 ?? 9:04:30,27,14,3,Implantation,9.28E+15,3.51E+16,2.42E+15,3.00E+17,6.00E+17,32559.307,0.01,103.273,902,155
NOLSM7172715,23-02-2019 ?? 9:04:30,27,15,3,Implantation,9.66E+15,9.20E+16,2.24E+17,3.01E+17,6.00E+17,32554.618,0.01,102.915,903,154
NOLSM7182716,23-02-2019 ?? 9:04:30,27,16,1,Implantation,2.16E+15,1.26E+16,1.59E+16,2.99E+17,6.00E+17,32552.824,0.01,102.858,902,154
NOLSM7192717,23-02-2019 ?? 9:04:30,27,17,1,Implantation,4.73E+15,1.47E+16,4.04E+13,3.02E+17,6.00E+17,32545.179,0.01,102.062,894,153
NOLSM7202718,23-02-2019 ?? 9:04:30,27,18,2,Implantation,6.17E+15,4.01E+16,194242040.5,3.02E+17,6.00E+17,32551.638,0.01,102.116,903,153
NOLSM7212719,23-02-2019 ?? 9:04:30,27,19,3,Implantation,1.11E+16,1.04E+17,3.33E+16,2.99E+17,6.00E+17,32445.897,0.01,102.725,903,154
NOLSM7222720,23-02-2019 ?? 9:04:30,27,20,1,Implantation,1.04E+16,9.81E+16,6.21E+17,3.00E+17,6.00E+17,32439.106,0.01,102.912,903,154
NOLSM7232721,23-02-2019 ?? 9:04:30,27,21,1,Implantation,1.29E+16,1.22E+17,7.34E+16,3.02E+17,6.00E+17,32451.317,0.01,102.955,903,154
NOLSM7242722,23-02-2019 ?? 9:04:30,27,22,2,Implantation,8.02E+15,2.42E+16,4.68E+17,2.99E+17,6.00E+17,32458.957,0.01,102.748,903,154
NOLSM7252723,23-02-2019 ?? 9:04:30,27,23,3,Implantation,1.92E+16,1.53E+15,8.97E+17,3.00E+17,6.00E+17,32453.215,0.01,102.821,903,154
NOLSM7262724,23-02-2019 ?? 9:04:30,27,24,3,Implantation,6.18E+15,5.98E+15,1.07E+14,3.01E+17,6.00E+17,32457.056,0.01,102.682,903,154
NOLSM7272725,23-02-2019 ?? 9:04:30,27,25,2,Implantation,5.25E+15,4.71E+14,2.61E+13,3.01E+17,6.00E+17,32553.025,0.01,102.845,903,154
NOLSM7282726,23-02-2019 ?? 9:04:30,27,26,1,Implantation,1.41E+16,1.10E+17,2.31E+17,3.01E+17,6.00E+17,32658.812,0.01,102.923,903,154
NOLSM7292727,23-02-2019 ?? 9:04:30,27,27,1,Implantation,1.56E+16,4.06E+15,7.31E+16,2.99E+17,6.00E+17,32771.144,0.01,103.353,902,155
NOLSM730281,24-02-2019 ?? 9:04:30,28,1,2,Implantation,2.33E+15,3.62E+14,1.04E+15,2.99E+17,6.00E+17,32771.764,0.01,103.697,902,156
NOLSM731282,24-02-2019 ?? 9:04:30,28,2,3,Implantation,1.57E+16,1.47E+17,8.61E+17,3.02E+17,6.00E+17,32767.878,0.01,104.492,901,157
NOLSM732283,24-02-2019 ?? 9:04:30,28,3,3,Implantation,1.03E+16,5.55E+15,4.07E+16,3.01E+17,6.00E+17,32767.951,0.01,103.05,901,155
NOLSM733284,24-02-2019 ?? 9:04:30,28,4,2,Implantation,5.25E+15,9.55E+15,1.92E+16,3.00E+17,6.00E+17,32757.689,0.01,103.247,902,155
NOLSM734285,24-02-2019 ?? 9:04:30,28,5,1,Implantation,2.15E+16,2.41E+15,1.88E+14,2.99E+17,6.00E+17,32758.759,0.01,104.005,903,156
NOLSM735286,24-02-2019 ?? 9:04:30,28,6,1,Implantation,1.28E+16,1.36E+16,4.69E+17,2.99E+17,6.00E+17,32951.237,0.01,103.832,903,156
NOLSM736287,24-02-2019 ?? 9:04:30,28,7,2,Implantation,1.07E+16,7.92E+13,2.56E+14,3.00E+17,6.00E+17,32572.985,0.01,104.536,903,157
NOLSM737288,24-02-2019 ?? 9:04:30,28,8,3,Implantation,1.05E+16,1.05E+15,5.40E+17,3.00E+17,6.00E+17,32547.768,0.01,104.6,903,157
NOLSM738289,24-02-2019 ?? 9:04:30,28,9,3,Implantation,1.08E+16,1.08E+17,3.45E+17,3.01E+17,6.00E+17,32547.251,0.01,104.54,899,157
NOLSM7392810,24-02-2019 ?? 9:04:30,28,10,2,Implantation,1.05E+16,7.19E+16,5.55E+16,2.98E+17,6.00E+17,32234.854,0.01,104.23,898,156
NOLSM7402811,24-02-2019 ?? 9:04:30,28,11,1,Implantation,9.45E+15,6.98E+16,4.15E+14,3.00E+17,6.00E+17,32330.696,0.01,103.757,898,156
NOLSM7412812,24-02-2019 ?? 9:04:30,28,12,1,Implantation,8.75E+15,8.62E+16,3.45E+17,3.01E+17,6.00E+17,32453.91,0.01,103.794,898,156
NOLSM7422813,24-02-2019 ?? 9:04:30,28,13,2,Implantation,1.73E+16,1.40E+17,1.00E+18,3.01E+17,6.00E+17,32459.947,0.01,103.517,898,155
NOLSM7432814,24-02-2019 ?? 9:04:30,28,14,3,Implantation,1.67E+16,1.31E+17,2.41E+15,2.99E+17,6.00E+17,32451.735,0.01,103.511,893,155
NOLSM7442815,24-02-2019 ?? 9:04:30,28,15,3,Implantation,1.78E+16,1.23E+16,1.50E+17,2.98E+17,6.00E+17,32446.311,0.01,103.461,884,155
NOLSM7452816,24-02-2019 ?? 9:04:30,28,16,2,Implantation,1.89E+16,4.40E+16,1.10E+18,2.99E+17,6.00E+17,32461.916,0.01,103.339,885,155
NOLSM7462817,24-02-2019 ?? 9:04:30,28,17,1,Implantation,1.73E+16,1.30E+16,4.88E+15,2.98E+17,6.00E+17,32461.009,0.01,102.584,885,154
NOLSM7472818,24-02-2019 ?? 9:04:30,28,18,1,Implantation,1.45E+16,1.31E+16,8.70E+17,3.00E+17,6.00E+17,32451.238,0.01,103.09,881,155
NOLSM7482819,24-02-2019 ?? 9:04:30,28,19,2,Implantation,1.99E+16,1.06E+17,3.34E+15,2.99E+17,6.00E+17,32360.3,0.01,103.119,881,155
NOLSM7492820,24-02-2019 ?? 9:04:30,28,20,3,Implantation,3.24E+15,2.41E+15,6.04E+13,3.02E+17,6.00E+17,32551.161,0.01,102.936,881,154
NOLSM7502821,24-02-2019 ?? 9:04:30,28,21,3,Implantation,4.70E+15,1.32E+16,1.81E+15,2.98E+17,6.00E+17,32446.177,0.01,102.995,881,154
NOLSM7512822,24-02-2019 ?? 9:04:30,28,22,2,Implantation,2.56E+15,9.23E+12,5.76E+14,3.00E+17,6.00E+17,32441.521,0.01,102.49,878,154
NOLSM7522823,24-02-2019 ?? 9:04:30,28,23,1,Implantation,5.88E+15,5.80E+16,22564131372,3.01E+17,6.00E+17,32449.708,0.01,101.118,882,152
NOLSM7532824,24-02-2019 ?? 9:04:30,28,24,1,Implantation,5.92E+15,1.59E+14,2.36E+11,3.00E+17,6.00E+17,32456.237,0.01,101.975,883,153
NOLSM7542825,24-02-2019 ?? 9:04:30,28,25,2,Implantation,1.34E+16,4.62E+12,7.24E+11,3.01E+17,6.00E+17,32463.404,0.01,103.309,881,155
NOLSM7552826,24-02-2019 ?? 9:04:30,28,26,3,Implantation,1.26E+16,1.17E+14,9.84E+11,2.99E+17,6.00E+17,32454.981,0.01,102.8,882,154
NOLSM7562827,24-02-2019 ?? 9:04:30,28,27,2,Implantation,1.46E+16,7.10E+13,7.88E+17,2.99E+17,6.00E+17,32449.884,0.01,102.223,878,153
NOLSM757291,25-02-2019 ?? 9:04:30,29,1,1,Implantation,6.96E+15,5.52E+15,3.09E+17,2.99E+17,6.00E+17,32444.191,0.01,101.359,877,152
NOLSM758292,25-02-2019 ?? 9:04:30,29,2,1,Implantation,3.59E+15,3.37E+16,2.00E+12,3.00E+17,6.00E+17,32445.445,0.01,102.018,878,153
NOLSM759293,25-02-2019 ?? 9:04:30,29,3,2,Implantation,2.10E+16,4.97E+16,8.93E+16,3.00E+17,6.00E+17,32412.236,0.01,102.028,878,153
NOLSM760294,25-02-2019 ?? 9:04:30,29,4,3,Implantation,1.19E+16,32645606689,26639639.17,3.01E+17,6.00E+17,31636.858,0.01,102.074,877,153
NOLSM761295,25-02-2019 ?? 9:04:30,29,5,3,Implantation,7.80E+15,1.31E+16,4.64E+17,3.00E+17,6.00E+17,30152.769,0.01,101.907,874,153
NOLSM762296,25-02-2019 ?? 9:04:30,29,6,2,Implantation,1.69E+16,6.28E+16,4.57E+13,2.99E+17,6.00E+17,32166.325,0.01,100.491,909,151
NOLSM763297,25-02-2019 ?? 9:04:30,29,7,1,Implantation,1.10E+16,7.88E+16,6.30E+17,2.99E+17,6.00E+17,32454.409,0.01,100.971,910,151
NOLSM764298,25-02-2019 ?? 9:04:30,29,8,1,Implantation,5.81E+15,4.09E+16,3.38E+17,3.00E+17,6.00E+17,32445.721,0.01,101.366,909,152
NOLSM765299,25-02-2019 ?? 9:04:30,29,9,2,Implantation,3.11E+15,1.58E+16,1.13E+16,3.00E+17,6.00E+17,32450.024,0.01,100.821,900,151
NOLSM7662910,25-02-2019 ?? 9:04:30,29,10,3,Implantation,5.57E+15,3.99E+16,2.38E+17,3.00E+17,6.00E+17,32158.005,0.01,99.912,900,150
NOLSM7672911,25-02-2019 ?? 9:04:30,29,11,3,Implantation,8.24E+15,5.59E+15,4.93E+17,3.01E+17,6.00E+17,32446.797,0.01,99.754,900,150
NOLSM7682912,25-02-2019 ?? 9:04:30,29,12,2,Implantation,1.13E+16,1.12E+17,1.42E+11,2.99E+17,6.00E+17,32657.34,0.01,99.752,900,150
NOLSM7692913,25-02-2019 ?? 9:04:30,29,13,1,Implantation,1.08E+16,3.92E+16,6.26E+16,2.99E+17,6.00E+17,32688.659,0.01,100.742,903,151
NOLSM7702914,25-02-2019 ?? 9:04:30,29,14,1,Implantation,1.53E+16,1.05E+17,1.81E+17,3.01E+17,6.00E+17,32664.685,0.01,100.117,904,150
NOLSM7712915,25-02-2019 ?? 9:04:30,29,15,2,Implantation,1.71E+16,7.60E+15,8.46E+17,3.00E+17,6.00E+17,32632.272,0.01,101.036,905,152
NOLSM7722916,25-02-2019 ?? 9:04:30,29,16,3,Implantation,1.28E+16,3.43E+15,1.23E+17,2.99E+17,6.00E+17,32636.484,0.01,102.066,908,153
NOLSM7732917,25-02-2019 ?? 9:04:30,29,17,2,Implantation,2.07E+16,1.53E+17,1.17E+18,3.00E+17,6.00E+17,32666.317,0.01,100.929,904,151
NOLSM7742918,25-02-2019 ?? 9:04:30,29,18,1,Implantation,2.00E+16,2.07E+16,6.90E+17,3.00E+17,6.00E+17,32646.298,0.01,102.07,908,153
NOLSM7752919,25-02-2019 ?? 9:04:30,29,19,1,Implantation,1.71E+16,1.82E+16,3.78E+16,3.00E+17,6.00E+17,32682.765,0.01,102.099,913,153
NOLSM7762920,25-02-2019 ?? 9:04:30,29,20,2,Implantation,9.56E+15,7.74E+16,4.67E+17,3.00E+17,6.00E+17,32673.341,0.01,102.443,913,154
NOLSM7772921,25-02-2019 ?? 9:04:30,29,21,3,Implantation,2.52E+15,1.37E+16,3.07E+15,3.00E+17,6.00E+17,32653.528,0.01,101.86,912,153
NOLSM7782922,25-02-2019 ?? 9:04:30,29,22,3,Implantation,1.28E+16,1.07E+15,3.59E+17,3.00E+17,6.00E+17,32677.209,0.01,102.094,913,153
NOLSM7792923,25-02-2019 ?? 9:04:30,29,23,1,Implantation,3.84E+15,3.82E+16,1875907865,2.98E+17,6.00E+17,32696.413,0.01,102.006,913,153
NOLSM7802924,25-02-2019 ?? 9:04:30,29,24,1,Implantation,1.20E+16,1.18E+17,1.05E+17,3.00E+17,6.00E+17,32700.965,0.01,101.671,912,153
NOLSM7812925,25-02-2019 ?? 9:04:30,29,25,3,Implantation,1.18E+16,1.09E+17,5.12E+17,3.00E+17,6.00E+17,32451.323,0.01,101.386,913,152
NOLSM7822926,25-02-2019 ?? 9:04:30,29,26,3,Implantation,1.77E+16,7.78E+16,8.15E+17,3.01E+17,6.00E+17,32534.357,0.01,101.223,904,152
