No_Die,Datetime,Lot_Num,Wafer_Num,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake
NOLSM651253,21-02-2019 ?? 9:04:30,25,3,2,Photo,1.76579,16.478,15.092,19.999,195.659,89.999,495.659,3913.174,4891.468,4.913,89.475,29.991
NOLSM652254,21-02-2019 ?? 9:04:30,25,4,2,Photo,1.69291,16.676,14.903,20.001,195.771,89.998,495.771,3915.415,4894.269,4.888,89.434,29.986
NOLSM653255,21-02-2019 ?? 9:04:30,25,5,2,Photo,1.7588,17.686,14.97,20,195.923,90,495.923,3918.458,4898.073,4.888,88.551,29.993
NOLSM654256,21-02-2019 ?? 9:04:30,25,6,3,Photo,2.2278,16.534,15.017,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.203,29.998
NOLSM655257,21-02-2019 ?? 9:04:30,25,7,3,Photo,2.0681,17.399,14.921,19.999,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005
NOLSM656258,21-02-2019 ?? 9:04:30,25,8,3,Photo,2.30231,16.54,14.861,19.998,194.244,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995
NOLSM657259,21-02-2019 ?? 9:04:30,25,9,1,Photo,1.94354,18.346,15.02,19.999,195.389,90,495.389,3907.776,4884.72,4.905,89.514,30
NOLSM6582510,21-02-2019 ?? 9:04:30,25,10,1,Photo,1.88949,17.203,15.049,19.998,195.718,90.001,495.718,3914.358,4892.947,4.889,89.437,30.001
NOLSM6592511,21-02-2019 ?? 9:04:30,25,11,1,Photo,1.98129,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005
NOLSM6602512,21-02-2019 ?? 9:04:30,25,12,2,Photo,1.31263,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99
NOLSM6612513,21-02-2019 ?? 9:04:30,25,13,2,Photo,1.61079,17.474,14.98,20.001,196.599,90,496.599,3931.979,4914.974,4.921,90.03,29.997
NOLSM6622514,21-02-2019 ?? 9:04:30,25,14,2,Photo,1.3958,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001
NOLSM6632515,21-02-2019 ?? 9:04:30,25,15,3,Photo,1.23229,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30
NOLSM6642516,21-02-2019 ?? 9:04:30,25,16,3,Photo,1.39953,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004
NOLSM6652517,21-02-2019 ?? 9:04:30,25,17,3,Photo,1.31403,16.874,14.935,20.002,197.908,90,497.908,3958.163,4947.703,4.948,89.742,30.008
NOLSM6662518,21-02-2019 ?? 9:04:30,25,18,1,Photo,1.56681,16.873,15.058,19.998,197.135,90,497.135,3942.703,4928.379,4.93,90.142,30.004
NOLSM6672519,21-02-2019 ?? 9:04:30,25,19,1,Photo,1.41352,17.563,15.041,19.999,197.621,90,497.621,3952.427,4940.533,4.943,90.229,30.003
NOLSM6682520,21-02-2019 ?? 9:04:30,25,20,1,Photo,1.18758,18.108,14.979,19.998,197.925,90,497.925,3958.498,4948.123,4.968,90.813,30.006
NOLSM6692521,21-02-2019 ?? 9:04:30,25,21,2,Photo,0.97028,16.103,15.138,20.001,199.037,90,499.037,3980.732,4975.915,4.959,90.688,29.997
NOLSM6702522,21-02-2019 ?? 9:04:30,25,22,2,Photo,1.09227,17.569,15.01,20,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001
NOLSM6712523,21-02-2019 ?? 9:04:30,25,23,2,Photo,1.12367,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999
NOLSM6722524,21-02-2019 ?? 9:04:30,25,24,3,Photo,0.9597,15.963,15.083,20.003,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.001
NOLSM6732525,21-02-2019 ?? 9:04:30,25,25,3,Photo,0.85622,16.67,15.088,20.001,199.459,90,499.459,3989.173,4986.466,4.985,91.101,30.002
NOLSM6742526,21-02-2019 ?? 9:04:30,25,26,1,Photo,0.74544,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988
NOLSM6752527,21-02-2019 ?? 9:04:30,25,27,1,Photo,1.07645,16.945,14.964,19.998,199.438,90,499.438,3988.767,4985.959,4.983,91.026,30.01
NOLSM676261,22-02-2019 ?? 9:04:30,26,1,2,Photo,0.75583,16.684,15.049,20.004,199.464,90,499.464,3989.271,4986.589,4.988,91.042,29.998
NOLSM677262,22-02-2019 ?? 9:04:30,26,2,2,Photo,0.67822,16.93,15.014,20.002,199.89,90,499.89,3997.81,4997.262,5.012,91.411,29.996
NOLSM678263,22-02-2019 ?? 9:04:30,26,3,3,Photo,1.00094,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006
NOLSM679264,22-02-2019 ?? 9:04:30,26,4,3,Photo,0.94321,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994
NOLSM680265,22-02-2019 ?? 9:04:30,26,5,3,Photo,0.80788,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30
NOLSM681266,22-02-2019 ?? 9:04:30,26,6,1,Photo,0.78753,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994
NOLSM682267,22-02-2019 ?? 9:04:30,26,7,1,Photo,0.8419,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988
NOLSM683268,22-02-2019 ?? 9:04:30,26,8,1,Photo,0.85564,16.059,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002
NOLSM684269,22-02-2019 ?? 9:04:30,26,9,2,Photo,0.88105,16.927,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006
NOLSM6852610,22-02-2019 ?? 9:04:30,26,10,2,Photo,0.51518,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99
NOLSM6862611,22-02-2019 ?? 9:04:30,26,11,2,Photo,0.72996,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991
NOLSM6872612,22-02-2019 ?? 9:04:30,26,12,3,Photo,0.79764,13.75,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989
NOLSM6882613,22-02-2019 ?? 9:04:30,26,13,3,Photo,0.81418,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997
NOLSM6892614,22-02-2019 ?? 9:04:30,26,14,3,Photo,0.5937,20.046,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30
NOLSM6902615,22-02-2019 ?? 9:04:30,26,15,1,Photo,0.72065,13.221,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998
NOLSM6912616,22-02-2019 ?? 9:04:30,26,16,1,Photo,0.9997,11.396,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003
NOLSM6922617,22-02-2019 ?? 9:04:30,26,17,1,Photo,0.83879,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002
NOLSM6932618,22-02-2019 ?? 9:04:30,26,18,2,Photo,0.91121,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01
NOLSM6942619,22-02-2019 ?? 9:04:30,26,19,2,Photo,0.7121,20.608,14.928,19.997,201.345,90,501.345,4026.909,5033.637,5.034,92.557,30.004
NOLSM6952620,22-02-2019 ?? 9:04:30,26,20,2,Photo,0.3825,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30
NOLSM6962621,22-02-2019 ?? 9:04:30,26,21,3,Photo,1.26642,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005
NOLSM6972622,22-02-2019 ?? 9:04:30,26,22,3,Photo,1.11102,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002
NOLSM6982623,22-02-2019 ?? 9:04:30,26,23,3,Photo,0.75859,13.568,15.094,19.997,202.152,90,502.152,4043.038,5053.797,5.056,92.336,30.001
NOLSM6992624,22-02-2019 ?? 9:04:30,26,24,1,Photo,0.92047,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001
NOLSM7002625,22-02-2019 ?? 9:04:30,26,25,1,Photo,0.85457,11.582,15.106,20,202.294,90,502.294,4045.881,5057.352,5.061,92.313,29.996
NOLSM7012626,22-02-2019 ?? 9:04:30,26,26,1,Photo,0.84856,20.67,14.935,20.004,202.52,90,502.52,4050.393,5062.992,5.064,92.442,30
NOLSM7022627,22-02-2019 ?? 9:04:30,26,27,2,Photo,0.81772,10.83,15.005,19.999,202.335,90,502.335,4046.705,5058.382,5.035,92.043,29.994
NOLSM704272,23-02-2019 ?? 9:04:30,27,2,2,Photo,0.71782,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993
NOLSM705273,23-02-2019 ?? 9:04:30,27,3,3,Photo,0.92379,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989
NOLSM706274,23-02-2019 ?? 9:04:30,27,4,3,Photo,0.89618,20.223,15.09,20.006,203.51,90,503.51,4070.197,5087.747,5.095,92.6,29.999
NOLSM707275,23-02-2019 ?? 9:04:30,27,5,3,Photo,0.88631,18.52,15.161,19.996,199.44,90,499.44,3988.797,4985.997,4.985,90.779,30.002
NOLSM708276,23-02-2019 ?? 9:04:30,27,6,1,Photo,0.80238,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996
NOLSM709277,23-02-2019 ?? 9:04:30,27,7,1,Photo,0.82889,20.382,15.112,19.994,198.963,90,498.963,3979.257,4974.072,4.968,90.171,30.007
NOLSM710278,23-02-2019 ?? 9:04:30,27,8,1,Photo,1.21989,11.754,14.988,19.997,197.823,90,497.823,3956.458,4945.572,4.952,89.9,30
NOLSM711279,23-02-2019 ?? 9:04:30,27,9,2,Photo,1.41046,20.108,15.062,19.999,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996
NOLSM7122710,23-02-2019 ?? 9:04:30,27,10,2,Photo,1.01435,10.668,14.957,19.998,197.373,90,497.373,3947.46,4934.325,4.934,89.801,29.997
NOLSM7132711,23-02-2019 ?? 9:04:30,27,11,2,Photo,1.57538,19.446,14.995,20,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01
NOLSM7142712,23-02-2019 ?? 9:04:30,27,12,3,Photo,1.3637,19.94,14.854,20.002,197.693,90,497.693,3953.86,4942.325,4.949,90.172,30.003
NOLSM7152713,23-02-2019 ?? 9:04:30,27,13,3,Photo,1.33755,17.527,15.053,19.994,197.488,90,497.488,3949.758,4937.197,4.947,90.178,29.999
NOLSM7162714,23-02-2019 ?? 9:04:30,27,14,3,Photo,1.14418,20.02,14.887,20.002,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998
NOLSM7172715,23-02-2019 ?? 9:04:30,27,15,1,Photo,0.85498,20.005,15.031,20.003,198.627,90,498.627,3972.534,4965.668,4.967,90.212,29.998
NOLSM7182716,23-02-2019 ?? 9:04:30,27,16,1,Photo,1.23714,19.411,15.02,20.001,198.224,90,498.224,3964.479,4955.598,4.964,90.309,30.004
NOLSM7192717,23-02-2019 ?? 9:04:30,27,17,2,Photo,1.14447,18.092,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001
NOLSM7202718,23-02-2019 ?? 9:04:30,27,18,2,Photo,1.29229,17.431,15.049,19.999,197.631,90.002,497.631,3952.625,4940.782,4.928,89.956,30.004
NOLSM7212719,23-02-2019 ?? 9:04:30,27,19,3,Photo,1.47385,15.179,15.168,20.003,197.591,89.999,497.591,3951.826,4939.783,4.936,89.9,30.003
NOLSM7222720,23-02-2019 ?? 9:04:30,27,20,3,Photo,1.16319,15.553,14.951,20.004,197.746,90,497.746,3954.911,4943.639,4.947,89.884,30.003
NOLSM7232721,23-02-2019 ?? 9:04:30,27,21,1,Photo,1.062,14.349,14.974,20.004,197.657,90.001,497.657,3953.15,4941.437,4.936,89.896,29.998
NOLSM7242722,23-02-2019 ?? 9:04:30,27,22,1,Photo,1.4525,16.591,14.907,20.001,197.175,90,497.175,3943.491,4929.364,4.932,89.681,30.006
NOLSM7252723,23-02-2019 ?? 9:04:30,27,23,1,Photo,1.52592,11.384,15.104,19.998,197.045,89.999,497.045,3940.893,4926.116,4.93,89.703,29.997
NOLSM7262724,23-02-2019 ?? 9:04:30,27,24,2,Photo,1.19653,17.44,15.081,19.998,197.415,90.001,497.415,3948.304,4935.38,4.931,89.589,29.996
NOLSM7272725,23-02-2019 ?? 9:04:30,27,25,2,Photo,1.49645,20.293,15.03,19.997,197.203,90.001,497.203,3944.064,4930.08,4.934,89.797,30.009
NOLSM7282726,23-02-2019 ?? 9:04:30,27,26,2,Photo,1.29132,19.651,14.961,20.006,197.314,89.999,497.314,3946.284,4932.855,4.932,89.605,29.987
NOLSM7292727,23-02-2019 ?? 9:04:30,27,27,3,Photo,1.12251,19.618,14.929,19.999,197.256,90,497.256,3945.129,4931.412,4.938,89.809,29.994
NOLSM730281,24-02-2019 ?? 9:04:30,28,1,3,Photo,1.52756,19.276,15.02,19.998,197.261,90,497.261,3945.214,4931.517,4.944,89.903,30.014
NOLSM731282,24-02-2019 ?? 9:04:30,28,2,3,Photo,1.06626,13.173,14.911,20.004,197.84,90,497.84,3956.792,4945.99,4.945,89.915,29.985
NOLSM732283,24-02-2019 ?? 9:04:30,28,3,1,Photo,1.29483,15.552,14.97,19.999,197.623,90,497.623,3952.46,4940.576,4.938,89.801,29.999
NOLSM733284,24-02-2019 ?? 9:04:30,28,4,1,Photo,1.38632,20.107,15.01,20,197.55,90,497.55,3950.994,4938.743,4.944,89.835,30.003
NOLSM734285,24-02-2019 ?? 9:04:30,28,5,1,Photo,1.41858,10.45,15.07,19.997,197.427,90,497.427,3948.538,4935.673,4.946,89.931,30.013
NOLSM735286,24-02-2019 ?? 9:04:30,28,6,2,Photo,1.27336,14.487,14.923,20,197.695,90,497.695,3953.901,4942.376,4.945,89.812,30.011
NOLSM736287,24-02-2019 ?? 9:04:30,28,7,2,Photo,1.27757,15.464,15.04,19.996,197.647,90,497.647,3952.935,4941.169,4.942,89.843,29.998
NOLSM737288,24-02-2019 ?? 9:04:30,28,8,2,Photo,1.08925,15.583,14.88,19.998,197.687,90,497.687,3953.73,4942.163,4.943,89.845,30
NOLSM738289,24-02-2019 ?? 9:04:30,28,9,3,Photo,1.35571,15.388,14.948,20.004,197.725,90,497.725,3954.506,4943.133,4.943,89.89,30.005
NOLSM7392810,24-02-2019 ?? 9:04:30,28,10,3,Photo,1.19561,15.515,14.951,20.002,197.719,90,497.719,3954.381,4942.976,4.942,89.825,30.001
NOLSM7402811,24-02-2019 ?? 9:04:30,28,11,3,Photo,1.48265,15.987,15.049,20.002,197.466,90,497.466,3949.324,4936.655,4.939,89.852,30.003
NOLSM7412812,24-02-2019 ?? 9:04:30,28,12,1,Photo,1.17821,16.313,14.958,20.005,197.662,89.999,497.662,3953.236,4941.545,4.953,89.986,29.991
NOLSM7422813,24-02-2019 ?? 9:04:30,28,13,1,Photo,1.38912,12.416,14.984,20.005,198.028,90,498.028,3960.561,4950.702,4.951,90.041,30.014
NOLSM7432814,24-02-2019 ?? 9:04:30,28,14,1,Photo,1.21942,12.698,15.012,20.001,197.95,90.001,497.95,3958.994,4948.743,4.951,90.028,30
NOLSM7442815,24-02-2019 ?? 9:04:30,28,15,2,Photo,1.19937,12.151,14.957,19.999,197.986,90,497.986,3959.721,4949.651,4.947,89.577,30.003
NOLSM7452816,24-02-2019 ?? 9:04:30,28,16,2,Photo,1.2452,11.544,15.084,20.001,196.989,89.999,496.989,3939.779,4924.724,4.928,89.666,30.001
NOLSM7462817,24-02-2019 ?? 9:04:30,28,17,2,Photo,1.34601,12.262,14.992,19.999,197.14,90,497.14,3942.793,4928.491,4.902,89.52,30.002
NOLSM7472818,24-02-2019 ?? 9:04:30,28,18,3,Photo,1.69872,19.518,15.019,20.001,196.262,89.999,496.262,3925.23,4906.538,4.904,89.125,29.991
NOLSM7482819,24-02-2019 ?? 9:04:30,28,19,3,Photo,1.63049,10.998,15.042,20.002,196.017,90,496.017,3920.345,4900.431,4.917,89.055,30.002
NOLSM7492820,24-02-2019 ?? 9:04:30,28,20,3,Photo,1.87839,18.719,14.999,20,196.31,90,496.31,3926.195,4907.744,4.907,89.193,30.007
NOLSM7502821,24-02-2019 ?? 9:04:30,28,21,1,Photo,1.55183,18.047,14.95,20.001,196.474,90.001,496.474,3929.473,4911.842,4.91,89.229,30.004
NOLSM7512822,24-02-2019 ?? 9:04:30,28,22,1,Photo,1.72079,19.02,15.021,19.997,195.996,90,495.996,3919.919,4899.899,4.894,88.514,29.994
NOLSM7522823,24-02-2019 ?? 9:04:30,28,23,1,Photo,2.29371,17.275,15.084,20.005,194.399,90.001,494.399,3887.97,4859.963,4.856,88.81,30.013
NOLSM7532824,24-02-2019 ?? 9:04:30,28,24,2,Photo,1.95647,17.34,15.036,19.998,195.439,90,495.439,3908.787,4885.984,4.881,88.457,30.003
NOLSM7542825,24-02-2019 ?? 9:04:30,28,25,2,Photo,1.85826,14.003,15.021,19.997,194.947,90,494.947,3898.937,4873.671,4.904,88.771,29.996
NOLSM7552826,24-02-2019 ?? 9:04:30,28,26,2,Photo,1.92128,19.563,15.214,19.997,195.594,90,495.594,3911.874,4889.842,4.889,88.714,29.999
NOLSM7562827,24-02-2019 ?? 9:04:30,28,27,3,Photo,1.9729,13.227,14.846,20,194.694,89.999,494.694,3893.879,4867.348,4.874,88.424,29.995
NOLSM757291,25-02-2019 ?? 9:04:30,29,1,3,Photo,2.15187,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996
NOLSM758292,25-02-2019 ?? 9:04:30,29,2,1,Photo,1.83294,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005
NOLSM759293,25-02-2019 ?? 9:04:30,29,3,1,Photo,1.86791,10.292,14.934,20.002,195.334,90,495.334,3906.685,4883.357,4.88,88.503,30.004
NOLSM760294,25-02-2019 ?? 9:04:30,29,4,1,Photo,2.06109,14.536,14.96,19.995,194.724,90,494.724,3894.477,4868.097,4.877,89.199,29.999
NOLSM761295,25-02-2019 ?? 9:04:30,29,5,2,Photo,1.82451,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001
NOLSM762296,25-02-2019 ?? 9:04:30,29,6,2,Photo,0.84653,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996
NOLSM763297,25-02-2019 ?? 9:04:30,29,7,2,Photo,0.87235,15.329,14.966,20,200.465,90,500.465,4009.296,5011.62,5.015,92.402,29.992
NOLSM764298,25-02-2019 ?? 9:04:30,29,8,3,Photo,1.0319,17.909,14.965,20.002,201.64,90,501.64,4032.797,5040.997,5.042,92.249,29.999
NOLSM765299,25-02-2019 ?? 9:04:30,29,9,3,Photo,0.79534,19.019,15.109,19.998,200.446,90,500.446,4008.924,5011.155,5.008,92.362,30
NOLSM7662910,25-02-2019 ?? 9:04:30,29,10,3,Photo,0.71786,17.852,15.029,20.002,200.563,90,500.563,4011.267,5014.084,5.01,92.529,29.999
NOLSM7672911,25-02-2019 ?? 9:04:30,29,11,1,Photo,0.77995,20.157,14.941,19.997,200.842,90,500.842,4016.84,5021.05,4.991,91.759,29.99
NOLSM7682912,25-02-2019 ?? 9:04:30,29,12,1,Photo,0.94146,14.982,15.103,20,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998
NOLSM7692913,25-02-2019 ?? 9:04:30,29,13,1,Photo,1.03258,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008
NOLSM7702914,25-02-2019 ?? 9:04:30,29,14,2,Photo,0.96054,19.782,14.928,20,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008
NOLSM7712915,25-02-2019 ?? 9:04:30,29,15,2,Photo,1.00724,12.41,14.864,19.998,199.996,90,499.996,3999.926,4999.907,4.989,91.938,29.999
NOLSM7722916,25-02-2019 ?? 9:04:30,29,16,3,Photo,1.02906,14.492,14.807,19.998,199.847,90,499.847,3996.948,4996.185,5.004,91.674,30.002
NOLSM7732917,25-02-2019 ?? 9:04:30,29,17,3,Photo,1.03694,10.507,15.02,20.004,199.03,90,499.03,3980.591,4975.738,4.956,91.155,30.004
NOLSM7742918,25-02-2019 ?? 9:04:30,29,18,3,Photo,1.24699,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01
NOLSM7752919,25-02-2019 ?? 9:04:30,29,19,1,Photo,0.8338,12.502,15.095,19.996,199.907,90,499.907,3998.147,4997.684,5.016,92.172,30.004
NOLSM7762920,25-02-2019 ?? 9:04:30,29,20,1,Photo,0.90826,16.072,14.964,20,200.435,90,500.435,4008.695,5010.869,5.007,91.982,30.004
NOLSM7772921,25-02-2019 ?? 9:04:30,29,21,1,Photo,0.86833,19.337,15.098,19.998,200.203,90,500.203,4004.061,5005.076,4.987,91.713,30.014
NOLSM7782922,25-02-2019 ?? 9:04:30,29,22,2,Photo,0.84342,14.471,14.963,19.996,199.559,90,499.559,3991.175,4988.968,4.994,91.871,29.993
NOLSM7792923,25-02-2019 ?? 9:04:30,29,23,2,Photo,0.96137,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30
NOLSM7802924,25-02-2019 ?? 9:04:30,29,24,3,Photo,1.08352,14.834,14.884,20.003,199.635,90,499.635,3992.705,4990.881,4.993,92.022,30.009
NOLSM7812925,25-02-2019 ?? 9:04:30,29,25,3,Photo,0.75284,19.907,14.945,20.001,199.822,90,499.822,3996.443,4995.554,4.997,92.214,30.003
NOLSM7822926,25-02-2019 ?? 9:04:30,29,26,1,Photo,0.82819,12.087,15.072,20.003,200.078,90,500.078,4001.557,5001.947,5.006,91.922,30.005
NOLSM7832927,25-02-2019 ?? 9:04:30,29,27,1,Photo,0.87301,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987
NOLSM784301,26-02-2019 ?? 9:04:30,30,1,1,Photo,0.97825,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998
NOLSM785302,26-02-2019 ?? 9:04:30,30,2,2,Photo,0.73624,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006
NOLSM786303,26-02-2019 ?? 9:04:30,30,3,2,Photo,0.93563,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005
NOLSM787304,26-02-2019 ?? 9:04:30,30,4,2,Photo,1.24881,12.383,14.986,19.993,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014
NOLSM788305,26-02-2019 ?? 9:04:30,30,5,3,Photo,1.02996,15.179,15.129,20.004,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005
NOLSM789306,26-02-2019 ?? 9:04:30,30,6,3,Photo,1.07392,13.624,14.991,19.999,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998
NOLSM790307,26-02-2019 ?? 9:04:30,30,7,3,Photo,1.24362,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011
NOLSM791308,26-02-2019 ?? 9:04:30,30,8,1,Photo,0.90447,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003
NOLSM792309,26-02-2019 ?? 9:04:30,30,9,1,Photo,1.18764,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004
NOLSM7933010,26-02-2019 ?? 9:04:30,30,10,2,Photo,1.16985,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003
NOLSM7943011,26-02-2019 ?? 9:04:30,30,11,2,Photo,1.23156,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998
NOLSM7953012,26-02-2019 ?? 9:04:30,30,12,2,Photo,1.25946,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003
NOLSM7963013,26-02-2019 ?? 9:04:30,30,13,3,Photo,0.82903,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992
NOLSM7973014,26-02-2019 ?? 9:04:30,30,14,3,Photo,0.85326,16.166,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001
NOLSM7983015,26-02-2019 ?? 9:04:30,30,15,3,Photo,1.58344,15,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001
NOLSM7993016,26-02-2019 ?? 9:04:30,30,16,1,Photo,1.01397,20.058,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999
NOLSM8003017,26-02-2019 ?? 9:04:30,30,17,1,Photo,1.16579,17.89,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998
NOLSM8013018,26-02-2019 ?? 9:04:30,30,18,1,Photo,1.22262,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997
NOLSM8023019,26-02-2019 ?? 9:04:30,30,19,2,Photo,0.84499,16.613,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003
NOLSM8033020,26-02-2019 ?? 9:04:30,30,20,2,Photo,0.71205,20.015,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997
NOLSM8043021,26-02-2019 ?? 9:04:30,30,21,3,Photo,0.99532,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998
NOLSM8053022,26-02-2019 ?? 9:04:30,30,22,3,Photo,0.32865,13.491,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996
NOLSM8063023,26-02-2019 ?? 9:04:30,30,23,3,Photo,0.88339,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006
NOLSM8073024,26-02-2019 ?? 9:04:30,30,24,1,Photo,0.94624,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005
NOLSM8083025,26-02-2019 ?? 9:04:30,30,25,1,Photo,0.42457,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999
NOLSM8093026,26-02-2019 ?? 9:04:30,30,26,1,Photo,0.97799,16.742,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993
NOLSM8103027,26-02-2019 ?? 9:04:30,30,27,2,Photo,0.64451,17.758,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001
NOLSM811311,27-02-2019 ?? 9:04:30,31,1,2,Photo,0.88237,14.016,15.092,20.001,203.721,90.001,503.721,4074.426,5093.032,5.096,93.926,29.993
NOLSM812312,27-02-2019 ?? 9:04:30,31,2,2,Photo,0.81829,11.233,14.992,19.999,204.103,90,504.103,4082.065,5102.581,5.105,93.677,30.007
NOLSM813313,27-02-2019 ?? 9:04:30,31,3,3,Photo,0.97327,13.782,14.925,20.001,203.695,90.001,503.695,4073.903,5092.378,5.089,93.579,30.006
