No_Die,Datetime,Lot_Num,Wafer_Num,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Lamp,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,Target,Datetime,Error_message,Yield
NOLSM54227,18-02-2019 ?? 9:04:30,2,27,1,Oxidation,dry,1162.993616,O2,38.4,0.212,107,716.621,1,Photo,1.26007,19.372,14.947,19.997,198.005,90.001,504.722,3886.323,4933.834,4.946,92.482,30.004,3,46.285,Hg-Arc,G,436,499.689,107.465,1,Etching,387,1678,3688,5705,72.489,51.776,1.034,1,Implantation,1.78E+16,7.44E+16,7.06E+17,3.01E+17,6.00E+17,32769.049,0.01,101.986,898,155,157,02-19-2018,none,92.15
NOLSM5531,19-02-2019 ?? 9:04:30,3,1,1,Oxidation,dry,1136.22938,O2,38.47,0.203,96,715.089,2,Photo,0.7861,13.842,14.953,20.003,199.98,90,505.516,3954.921,4941.1,4.98,93.185,30.003,1,50.959,Hg-Arc,G,436,472.77,106.535,1,Etching,248,1557,3678,5683,72.076,51.556,1.057,1,Implantation,1.14E+16,6.87E+16,3.72E+17,3.01E+17,6.00E+17,32331.242,0.01,102.757,923,157,115,02-20-2018,none,94.25
NOLSM5632,19-02-2019 ?? 9:04:30,3,2,1,Oxidation,dry,935.9416503,O2,40.44,0.199,86,710.55,2,Photo,1.71393,17.833,14.807,19.999,198.395,90.001,497.685,3924.908,5026.764,5.063,90.982,30.014,2,19.489,Hg-Arc,I,436,482.452,105.898,2,Etching,683,1546,3659,5717,71.472,51.805,1.033,2,Implantation,1.20E+16,4.77E+16,1.15E+18,3.00E+17,6.00E+17,32326.879,0.01,102.2,901,154,190,02-20-2018,none,90.5
NOLSM5733,19-02-2019 ?? 9:04:30,3,3,1,Oxidation,wet,1209.655669,H2O,31.58,0.188,64,709.429,2,Photo,1.52526,16.232,15.09,19.999,201.909,90.001,496.208,4037.761,4976.391,5.011,91.422,29.997,3,37.595,Hg-Arc,H,436,543.115,109.933,3,Etching,417,1455,3614,5717,70.563,51.521,1.039,3,Implantation,1.11E+16,1.06E+17,2.61E+17,3.02E+17,6.00E+17,31066.014,0.01,103.558,897,151,76,02-20-2018,none,96.2
NOLSM5834,19-02-2019 ?? 9:04:30,3,4,1,Oxidation,dry,1118.484294,O2,26.32,0.211,118,712.611,3,Photo,1.92903,13.442,15.049,20.003,198.351,90,499.431,3961.091,4920.271,4.973,91.031,30,2,57.632,Hg-Arc,H,405,512.14,109.163,2,Etching,479,1466,3650,5741,71.001,51.364,1.034,2,Implantation,3.42E+15,8.51E+16,6.48E+17,3.01E+17,6.00E+17,31522.953,0.01,101.965,873,154,227,02-20-2018,[['Edge-Loc']],88.65
NOLSM5935,19-02-2019 ?? 9:04:30,3,5,1,Oxidation,dry,1090.34799,H2O,48.42,0.213,205,711.35,3,Photo,0.65542,12.891,14.913,19.998,199.5,90,505.257,4033.208,5053.188,4.962,92.134,29.994,3,32.502,Hg-Arc,I,365,543.874,108.191,1,Etching,433,1466,3657,5724,69.269,51.915,1.03,1,Implantation,1.20E+16,1.31E+17,2.83E+17,3.00E+17,6.00E+17,33101.496,0.01,100.915,866,150,102,02-20-2018,none,94.9
NOLSM6036,19-02-2019 ?? 9:04:30,3,6,2,Oxidation,dry,1130.379139,O2,29.89,0.208,105,715.478,1,Photo,1.05533,18.777,14.959,20.002,205.983,89.999,500.75,4116.904,5072.106,5.112,92.043,30.003,1,35.409,Hg-Arc,G,365,524.282,107.729,1,Etching,333,1695,3645,5726,70.209,51.41,1.035,1,Implantation,1.37E+16,1.03E+17,9.18E+17,2.98E+17,6.00E+17,30821.235,0.01,103.236,895,157,121,02-20-2018,none,93.95
NOLSM6137,19-02-2019 ?? 9:04:30,3,7,2,Oxidation,wet,1062.071072,O2,36.82,0.201,160,709.683,1,Photo,0.61786,14.91,15.116,20.007,200.051,89.999,501.183,4040.747,5003.556,4.965,91.804,30.004,2,34.851,Hg-Arc,G,405,508.594,106.532,2,Etching,323,1427,3664,5685,69.944,50.735,1.016,2,Implantation,1.50E+16,1.06E+17,6.14E+17,3.00E+17,6.00E+17,31606.805,0.01,103.492,903,156,98,02-20-2018,none,95.1
NOLSM6238,19-02-2019 ?? 9:04:30,3,8,2,Oxidation,dry,1042.367432,H2O,31.54,0.205,116,706.795,1,Photo,1.11808,15.465,15.091,20.001,198.72,90,502.662,4043.013,4961.961,4.981,91.097,30,3,61.732,Hg-Arc,H,405,524.493,108.888,3,Etching,483,1426,3649,5724,69.75,50.183,1.028,3,Implantation,8.64E+15,1.19E+17,4.65E+17,3.01E+17,6.00E+17,31189.123,0.01,104.163,909,153,99,02-20-2018,none,95.05
NOLSM6339,19-02-2019 ?? 9:04:30,3,9,2,Oxidation,wet,1003.215495,H2O,39.23,0.196,104,702.837,2,Photo,1.2529,15.725,15.281,19.996,200.449,89.999,500.371,4077.17,5073,4.929,91.772,29.994,2,35.644,Hg-Arc,H,365,514.515,107.198,2,Etching,222,1497,3668,5723,71.255,50.189,1,2,Implantation,1.39E+16,7.18E+16,8.51E+17,3.01E+17,6.00E+17,31897.149,0.01,102.736,878,154,75,02-20-2018,none,96.25
NOLSM64310,19-02-2019 ?? 9:04:30,3,10,2,Oxidation,wet,1094.853441,O2,38.6,0.213,241,714.84,2,Photo,1.93117,15.632,14.885,19.994,202.281,90.001,500.916,4075.85,4960.128,5.013,91.215,29.993,3,54.002,Hg-Arc,G,436,510.573,106.878,1,Etching,479,1551,3677,5713,70.109,50.147,1.05,1,Implantation,8.87E+15,1.60E+17,5.29E+17,3.00E+17,6.00E+17,31251.878,0.01,101.442,878,157,181,02-20-2018,none,90.95
NOLSM65311,19-02-2019 ?? 9:04:30,3,11,2,Oxidation,wet,1133.570759,O2,38.76,0.207,209,700.438,3,Photo,1.21065,13.804,14.921,19.996,201.434,89.999,498.175,4145.335,4928.601,5.031,93.44,29.999,1,63.039,Hg-Arc,G,365,520.438,110.255,1,Etching,687,1324,3627,5699,70.977,50.912,1.024,1,Implantation,1.14E+16,1.35E+17,8.02E+17,3.01E+17,6.00E+17,30703.029,0.01,101.03,899,153,87,02-20-2018,none,95.65
NOLSM66312,19-02-2019 ?? 9:04:30,3,12,2,Oxidation,dry,1168.763108,O2,35.52,0.219,125,708.839,3,Photo,0.45513,15.4,14.906,19.997,196.285,90,503.776,3977.193,5124.585,5.091,93.508,29.989,2,32.483,Hg-Arc,H,365,510.172,107.626,2,Etching,285,1567,3671,5710,72.053,51.963,1.046,2,Implantation,1.31E+16,6.11E+16,1.08E+18,3.03E+17,6.00E+17,30325.348,0.01,103.937,912,157,155,02-20-2018,none,92.25
NOLSM67313,19-02-2019 ?? 9:04:30,3,13,2,Oxidation,wet,967.6231332,O2,35.31,0.217,81,709.833,3,Photo,1.54874,12.904,15.059,20.003,198.863,90,502.726,3999.227,5071.578,5.02,93.226,30.01,3,53.019,Hg-Arc,H,405,461.128,108.465,3,Etching,367,1553,3613,5687,70.353,53.272,1.034,3,Implantation,8.40E+15,5.27E+16,8.01E+17,3.00E+17,6.00E+17,32066.425,0.01,99.938,925,154,84,02-20-2018,none,95.8
NOLSM68314,19-02-2019 ?? 9:04:30,3,14,3,Oxidation,dry,957.2372743,O2,28.59,0.21,18.8,699.547,1,Photo,0.74391,15.582,15.016,19.997,201.257,90,505.462,3953.658,4915.382,5.093,95.561,30.013,1,42.139,Hg-Arc,H,365,508.149,109.544,3,Etching,189,1456,3644,5716,71.594,50.718,1.049,3,Implantation,1.21E+16,1.42E+17,5.14E+17,3.03E+17,6.00E+17,31988.811,0.01,98.542,881,155,99,02-20-2018,none,95.05
NOLSM69315,19-02-2019 ?? 9:04:30,3,15,3,Oxidation,wet,1114.972268,O2,30.87,0.202,156,716.948,1,Photo,0.93069,12.78,15.05,19.999,209.521,90.001,503.288,4023.476,4945.685,5.008,92.89,30.007,3,26.621,Hg-Arc,G,365,524.401,107.535,1,Etching,574,1459,3689,5697,69.995,52.102,1.033,1,Implantation,1.11E+16,8.26E+16,1.18E+18,2.99E+17,6.00E+17,29985.962,0.01,103.541,877,154,193,02-20-2018,none,90.35
NOLSM70316,19-02-2019 ?? 9:04:30,3,16,3,Oxidation,wet,1119.813354,O2,35.73,0.211,170,703.516,2,Photo,0.35232,19.284,14.954,19.991,198.731,90,499.857,4027.911,5027.592,4.865,92.973,30.008,1,45.388,Hg-Arc,I,365,499.581,108.73,1,Etching,309,1529,3639,5702,71.335,50.724,1.037,1,Implantation,8.91E+15,8.34E+16,6.88E+17,2.99E+17,6.00E+17,31431.504,0.01,103.893,893,155,70,02-20-2018,none,96.5
NOLSM71317,19-02-2019 ?? 9:04:30,3,17,3,Oxidation,wet,1096.568516,O2,31.09,0.216,29,713.406,2,Photo,0.91653,11.949,14.876,19.994,200.343,90,500.314,4118.195,5008,4.981,92.093,30.002,2,33.597,Hg-Arc,H,365,527.63,108.659,2,Etching,146,1395,3664,5718,71.135,50.849,1.023,2,Implantation,9.85E+15,1.23E+17,3.05E+17,3.00E+17,6.00E+17,32189.734,0.01,101.709,878,155,95,02-20-2018,none,95.25
NOLSM72318,19-02-2019 ?? 9:04:30,3,18,3,Oxidation,dry,1102.750309,H2O,37.47,0.205,68,693.691,2,Photo,1.85229,15.648,14.872,20.003,201.432,90.001,497.273,4033.358,5054.176,4.964,91.561,30.01,3,48.717,Hg-Arc,I,365,545.807,108.75,3,Etching,405,1470,3670,5724,71.021,51.179,1.062,3,Implantation,9.18E+15,1.28E+17,1.93E+17,3.00E+17,6.00E+17,31178.487,0.01,103.251,911,154,142,02-20-2018,none,92.9
NOLSM73319,19-02-2019 ?? 9:04:30,3,19,3,Oxidation,dry,1152.892732,H2O,31.33,0.189,81,718.116,3,Photo,0.91653,15.602,14.847,20.003,198.228,90,499.729,3998.697,5129.785,5.02,91.76,30.011,1,36.431,Hg-Arc,G,405,549.985,110.406,3,Etching,499,1448,3668,5717,71.413,51.177,1.037,3,Implantation,1.41E+16,1.26E+17,8.18E+17,3.01E+17,6.00E+17,31633.206,0.01,100.664,899,153,115,02-20-2018,none,94.25
NOLSM74320,19-02-2019 ?? 9:04:30,3,20,3,Oxidation,dry,991.1582159,O2,34.8,0.205,109,708.625,3,Photo,1.56522,14.613,15.067,19.999,197.041,89.999,497.181,3976.988,5061.703,5.017,89.895,29.997,3,52.151,Hg-Arc,G,436,496.8,109.647,1,Etching,169,1312,3663,5724,70.41,51.828,1.033,1,Implantation,9.76E+15,5.80E+16,7.55E+17,3.00E+17,6.00E+17,31321.795,0.01,102.6,901,157,64,02-20-2018,none,96.8
NOLSM75321,19-02-2019 ?? 9:04:30,3,21,1,Oxidation,dry,1090.050666,O2,41.2,0.206,82,703.101,1,Photo,0.87967,16.195,15.135,20.002,198.842,90,502.391,4098.889,4984.01,5.059,89.606,29.997,1,48.202,Hg-Arc,G,365,496.772,105.679,1,Etching,538,1522,3653,5723,70.518,51.486,1.029,1,Implantation,1.18E+16,1.52E+17,8.65E+17,3.01E+17,6.00E+17,31818.941,0.01,100.949,865,150,113,02-20-2018,none,94.35
NOLSM76322,19-02-2019 ?? 9:04:30,3,22,1,Oxidation,dry,978.4758557,H2O,39.65,0.224,136,700.313,1,Photo,1.69622,12.336,15.124,19.999,203.693,90.001,495.313,4021.077,4975.578,5.143,92.11,30.004,3,63.105,Hg-Arc,I,405,511.754,106.842,3,Etching,224,1469,3639,5702,70.874,51.429,1.044,3,Implantation,1.02E+16,7.55E+16,3.73E+17,3.01E+17,6.00E+17,32229.52,0.01,103.453,904,158,87,02-20-2018,none,95.65
NOLSM77323,19-02-2019 ?? 9:04:30,3,23,1,Oxidation,dry,1140.098609,O2,37.49,0.203,166,713.858,2,Photo,0.32877,13.594,15.12,19.995,200.312,90.002,500.671,3979.832,4956.736,4.997,91.121,29.998,1,54.202,Hg-Arc,I,436,517.116,109.774,3,Etching,278,1711,3674,5731,70.992,50.959,1.027,3,Implantation,1.42E+16,9.19E+16,9.93E+17,3.01E+17,6.00E+17,31476.989,0.01,102.519,891,153,160,02-20-2018,none,92
NOLSM78324,19-02-2019 ?? 9:04:30,3,24,1,Oxidation,wet,1002.081849,H2O,34.94,0.207,210,719.16,2,Photo,1.82073,16.542,15.053,19.991,198.111,90.001,498.685,3987.278,4999.875,4.912,90.93,30.006,2,44.627,Hg-Arc,G,436,504.57,110.116,2,Etching,278,1526,3654,5713,71.921,51.516,1.037,2,Implantation,1.14E+16,1.48E+17,3.09E+17,3.02E+17,6.00E+17,31177.831,0.01,102.643,897,154,121,02-20-2018,none,93.95
NOLSM79325,19-02-2019 ?? 9:04:30,3,25,1,Oxidation,wet,1066.912904,O2,30.02,0.198,114,715.85,2,Photo,1.63215,15.027,15.015,19.999,203.144,90,502.366,4108.68,5013.613,5.14,89.345,29.999,3,53.589,Hg-Arc,H,436,493.32,110.347,1,Etching,203,1501,3673,5720,71.077,51.937,1.017,1,Implantation,1.06E+16,8.87E+16,6.52E+16,2.99E+17,6.00E+17,32328.112,0.01,101.726,868,153,79,02-20-2018,none,96.05
NOLSM80326,19-02-2019 ?? 9:04:30,3,26,1,Oxidation,dry,1080.425381,H2O,30.27,0.194,77,715.825,3,Photo,1.97588,18.414,14.97,19.999,201.722,90,501.242,4031.762,5023.778,5.045,91.744,30.001,1,38.084,Hg-Arc,H,436,551.658,109.48,1,Etching,394,1604,3647,5741,69.979,51.255,1.028,1,Implantation,1.68E+16,1.61E+17,7.00E+17,3.00E+17,6.00E+17,31463.004,0.01,104.676,909,154,127,02-20-2018,none,93.65
NOLSM81327,19-02-2019 ?? 9:04:30,3,27,1,Oxidation,dry,1000.981319,O2,44.38,0.215,218,710.922,3,Photo,1.07972,15.075,15.008,19.994,200.676,90,497.462,3913.943,4939.326,5.034,91.56,29.994,2,37.861,Hg-Arc,H,405,496.671,108.417,2,Etching,395,1445,3636,5764,72.843,51.506,1.007,2,Implantation,7.09E+15,1.19E+17,2.57E+17,2.99E+17,6.00E+17,33158.675,0.01,104.022,917,149,88,02-20-2018,none,95.6
NOLSM8241,20-02-2019 ?? 9:04:30,4,1,1,Oxidation,dry,1053.755618,H2O,30.78,0.199,85,713.701,3,Photo,0.69447,15.502,14.893,20.001,195.138,90.001,500.413,4046.579,4869.066,5.049,93.689,29.997,3,53.342,Hg-Arc,H,405,505.765,110.496,3,Etching,340,1601,3666,5709,69.932,50.963,1.027,3,Implantation,6.78E+15,9.95E+16,7.23E+17,3.01E+17,6.00E+17,32300.805,0.01,104.134,888,154,140,02-21-2018,none,93
NOLSM8342,20-02-2019 ?? 9:04:30,4,2,2,Oxidation,dry,1037.156662,O2,29.54,0.217,172,731.528,1,Photo,1.59324,15.465,14.915,20.002,201.026,90,500.148,4136.72,5019,5.008,92.986,30.012,1,31.877,Hg-Arc,H,436,561.132,106.356,3,Etching,351,1687,3677,5732,72.414,50.936,1.041,3,Implantation,1.05E+16,1.09E+17,4.54E+17,2.99E+17,6.00E+17,33029.239,0.01,103.788,873,154,144,02-21-2018,none,92.8
NOLSM8443,20-02-2019 ?? 9:04:30,4,3,2,Oxidation,dry,1088.430514,O2,36.28,0.207,53,714.837,1,Photo,0.85146,16.454,14.998,20.004,201.539,90,500.669,4083.354,4977.04,4.99,92.681,30.014,2,34.537,Hg-Arc,G,436,498.878,107.259,2,Etching,39,1410,3625,5720,72.35,50.145,0.99,2,Implantation,6.88E+15,1.21E+17,7.21E+17,3.00E+17,6.00E+17,31635.027,0.01,104.716,914,155,33,02-21-2018,none,98.35
NOLSM8544,20-02-2019 ?? 9:04:30,4,4,2,Oxidation,dry,1115.842947,O2,30.79,0.205,122,709.829,1,Photo,1.08688,15.252,15.127,19.999,197.82,90,497.377,3980.806,5002.594,5.022,92.926,30.005,3,40.392,Hg-Arc,H,436,530.042,107.832,1,Etching,386,1413,3631,5701,70.872,52.023,1.015,1,Implantation,3.94E+15,7.71E+16,5.76E+17,3.02E+17,6.00E+17,33163.807,0.01,102.964,905,154,60,02-21-2018,none,97
NOLSM8645,20-02-2019 ?? 9:04:30,4,5,2,Oxidation,dry,1042.38735,O2,37.12,0.212,89,696.904,2,Photo,1.40374,15.583,14.976,19.993,202.082,90.001,502.697,4052.657,4994.874,4.942,91.783,29.996,1,55.102,Hg-Arc,H,365,523.904,104.924,1,Etching,298,1612,3656,5715,71.361,51.378,1.042,1,Implantation,1.18E+16,1.07E+17,7.45E+17,3.02E+17,6.00E+17,31931.086,0.01,103.914,884,156,102,02-21-2018,none,94.9
NOLSM8746,20-02-2019 ?? 9:04:30,4,6,2,Oxidation,wet,987.5098228,H2O,32.08,0.206,84,716.66,2,Photo,0.37621,15.093,15.116,19.997,193.096,90,500.109,4104.308,5050.626,4.937,93.257,30.007,2,42.673,Hg-Arc,H,436,519.77,108.385,2,Etching,110,1520,3635,5716,70.291,51.374,1.025,2,Implantation,1.06E+16,4.98E+16,4.15E+17,3.02E+17,6.00E+17,30826.011,0.01,103.975,903,154,35,02-21-2018,none,98.25
NOLSM8847,20-02-2019 ?? 9:04:30,4,7,2,Oxidation,dry,1189.072862,H2O,27.33,0.203,145,713.775,2,Photo,0.69938,16.544,14.976,20.002,195.162,90,495.129,4001.948,5009.968,5.041,89.432,30,3,39.994,Hg-Arc,I,436,573.108,107.338,3,Etching,308,1510,3675,5717,71.39,51.573,1.039,3,Implantation,1.10E+16,9.53E+16,4.36E+17,2.99E+17,6.00E+17,30499.847,0.01,99.312,898,153,169,02-21-2018,none,91.55
NOLSM8948,20-02-2019 ?? 9:04:30,4,8,2,Oxidation,dry,965.9518859,O2,34.15,0.201,143,696.528,3,Photo,1.59225,18.276,14.928,20.003,201.99,90,503.628,3944.298,4956.409,4.993,91.804,29.996,2,53.953,Hg-Arc,G,405,510.206,106.294,2,Etching,392,1456,3682,5714,69.909,50.945,1.038,2,Implantation,1.47E+16,1.43E+17,7.34E+17,3.02E+17,6.00E+17,30703.662,0.01,101.088,880,155,167,02-21-2018,none,91.65
NOLSM9049,20-02-2019 ?? 9:04:30,4,9,2,Oxidation,dry,1035.222525,O2,35.06,0.215,16,711.408,3,Photo,1.31378,14.747,15.003,19.996,196.985,90,503.099,4061.166,4931.613,5.179,92.234,30.006,3,39.513,Hg-Arc,H,405,528.284,110.137,1,Etching,488,1416,3662,5713,70.856,51.698,1.037,1,Implantation,2.11E+16,1.20E+17,1.18E+18,3.04E+17,6.00E+17,32324.756,0.01,103.759,872,153,110,02-21-2018,none,94.5
NOLSM91410,20-02-2019 ?? 9:04:30,4,10,3,Oxidation,dry,1065.739735,H2O,35.85,0.205,137,719.537,1,Photo,1.15596,16.144,14.954,19.997,195.803,90,504.119,4022.634,5101.341,5.132,89.756,30.003,1,60.292,Hg-Arc,H,436,499.72,105.615,1,Etching,515,1494,3690,5694,71.276,51.168,1.05,1,Implantation,1.35E+16,1.13E+17,6.37E+17,3.00E+17,6.00E+17,31924.552,0.01,104.32,902,155,214,02-21-2018,[['Edge-Loc']],89.3
NOLSM92411,20-02-2019 ?? 9:04:30,4,11,3,Oxidation,wet,950.904005,O2,34.93,0.192,48,714.554,1,Photo,1.67849,14.764,15.196,20,199.601,90,503.177,4065.37,4999.136,5.119,94.657,29.996,2,39.894,Hg-Arc,G,365,478.819,109.143,2,Etching,261,1300,3646,5723,70.278,50.748,1.051,2,Implantation,1.03E+16,9.43E+16,3.09E+17,2.99E+17,6.00E+17,31500.526,0.01,101.507,888,154,64,02-21-2018,none,96.8
NOLSM93412,20-02-2019 ?? 9:04:30,4,12,3,Oxidation,wet,1119.818696,O2,38.17,0.208,44,706.898,1,Photo,1.78345,16.716,14.958,19.991,197.509,90.001,500.365,4057.42,5067.641,5.047,91.811,30.005,3,46.067,Hg-Arc,I,436,493.601,107.349,3,Etching,308,1615,3665,5719,71.591,50.612,1.044,3,Implantation,1.69E+16,2.38E+16,9.24E+17,3.02E+17,6.00E+17,32179.174,0.01,103.426,890,158,140,02-21-2018,none,93
NOLSM94413,20-02-2019 ?? 9:04:30,4,13,3,Oxidation,dry,1130.430757,H2O,28.3,0.223,94,717.055,2,Photo,1.25348,15.288,15.04,19.994,202.281,90,499.337,4026.057,5041.291,4.863,90.859,29.999,1,39.017,Hg-Arc,H,365,502.903,106.812,3,Etching,181,1296,3635,5712,70.223,50.932,1.058,3,Implantation,9.47E+15,1.05E+17,5.93E+17,3.00E+17,6.00E+17,30475.756,0.01,103.195,912,154,56,02-21-2018,none,97.2
NOLSM95414,20-02-2019 ?? 9:04:30,4,14,3,Oxidation,dry,1101.550706,H2O,37.71,0.211,67,719.217,2,Photo,1.31988,16.749,14.894,20.002,202.312,90,505.182,4096.192,4932.401,4.941,91.743,29.996,2,53.58,Hg-Arc,H,405,536.199,105.884,2,Etching,388,1488,3675,5727,71.498,51.579,1.021,2,Implantation,9.25E+15,1.27E+17,4.65E+17,2.99E+17,6.00E+17,31478.739,0.01,100.492,899,153,110,02-21-2018,none,94.5
NOLSM96415,20-02-2019 ?? 9:04:30,4,15,3,Oxidation,dry,1057.993588,H2O,33.68,0.209,70,705.754,2,Photo,1.40215,13.759,15.036,19.99,203.616,90,499.055,4031.749,4946.118,4.993,93.026,30.012,3,22.465,Hg-Arc,H,436,489.102,110.385,1,Etching,242,1469,3684,5716,71.558,50.9,1.038,1,Implantation,1.58E+16,1.39E+17,1.06E+18,3.01E+17,6.00E+17,32446.139,0.01,100.612,885,154,115,02-21-2018,none,94.25
NOLSM97416,20-02-2019 ?? 9:04:30,4,16,3,Oxidation,dry,875.5032748,O2,44.49,0.208,74,713.42,3,Photo,1.15753,15.035,15.196,20.002,198.02,90,500.577,4016.13,5071.191,5.014,90.066,30.01,1,57.174,Hg-Arc,I,436,538.272,107.553,1,Etching,382,1495,3663,5727,72.509,50.65,1.027,1,Implantation,1.26E+16,1.16E+17,6.68E+17,3.01E+17,6.00E+17,32346.097,0.01,103.385,908,156,64,02-21-2018,none,96.8
NOLSM98417,20-02-2019 ?? 9:04:30,4,17,3,Oxidation,dry,1199.230883,O2,30.89,0.206,74,711.44,3,Photo,1.42035,13.455,14.799,20,202.098,90.001,500.395,4040.087,5026.831,4.983,92.533,30.001,3,31.144,Hg-Arc,G,365,491.954,108.461,3,Etching,285,1507,3630,5718,72.434,50.433,1.047,3,Implantation,9.16E+15,1.49E+17,8.97E+17,2.98E+17,6.00E+17,31900.559,0.01,102.263,861,153,78,02-21-2018,none,96.1
NOLSM99418,20-02-2019 ?? 9:04:30,4,18,1,Oxidation,wet,1019.398602,O2,36.17,0.209,116,712.1,1,Photo,0.79936,15.751,14.906,20.003,199.508,90,497.893,4096.551,5047.814,5.058,94.438,30.01,1,53.63,Hg-Arc,H,436,489.477,106.659,3,Etching,334,1295,3686,5688,72.783,51.061,1.045,3,Implantation,1.71E+16,1.23E+17,5.05E+17,2.99E+17,6.00E+17,32068.136,0.01,104.884,916,154,201,02-21-2018,[['Edge-Loc']],89.95
NOLSM100419,20-02-2019 ?? 9:04:30,4,19,1,Oxidation,wet,1041.249438,O2,33.55,0.194,80,701.46,1,Photo,1.28498,13.394,15.181,20,194.798,90,496.399,4031.379,5026.456,5.101,92.813,30.001,2,38.097,Hg-Arc,H,405,507.892,108.504,2,Etching,357,1411,3668,5720,72.288,50.875,1.036,2,Implantation,1.58E+16,1.02E+17,1.20E+18,3.03E+17,6.00E+17,31575.591,0.01,101.321,916,149,110,02-21-2018,none,94.5
NOLSM101420,20-02-2019 ?? 9:04:30,4,20,1,Oxidation,dry,1113.101915,H2O,41.09,0.201,83,697.565,1,Photo,1.78377,17.708,15.055,20,197.427,90,499.117,3988.096,4927.405,5.035,93.802,30.008,3,35.821,Hg-Arc,G,405,506.668,109.795,1,Etching,405,1584,3660,5732,70.823,50.187,1.036,1,Implantation,1.88E+16,1.91E+17,6.98E+17,3.02E+17,6.00E+17,32022.906,0.01,104.284,907,155,102,02-21-2018,none,94.9
NOLSM102421,20-02-2019 ?? 9:04:30,4,21,1,Oxidation,wet,1049.334768,O2,38.07,0.2,95,713.144,2,Photo,1.21178,13.298,15.13,19.995,202.189,90,501.382,3975.371,4917.206,4.979,90.63,29.997,1,49.151,Hg-Arc,I,405,519.983,106.731,1,Etching,373,1385,3632,5744,68.61,51.038,1.07,1,Implantation,1.06E+16,1.33E+17,7.14E+17,3.01E+17,6.00E+17,30933.42,0.01,101.024,898,155,68,02-21-2018,none,96.6
NOLSM103422,20-02-2019 ?? 9:04:30,4,22,1,Oxidation,dry,1022.095674,O2,30.38,0.216,96,722.552,2,Photo,1.43097,18.056,14.958,20.001,199.058,90,496.427,4009.891,5190.079,4.868,92.222,29.996,2,35.215,Hg-Arc,H,436,538.703,109.041,2,Etching,389,1373,3648,5707,68.215,51.024,1.045,2,Implantation,9.57E+15,1.21E+17,5.31E+17,3.01E+17,6.00E+17,31425.431,0.01,101.158,877,155,95,02-21-2018,none,95.25
NOLSM104423,20-02-2019 ?? 9:04:30,4,23,1,Oxidation,wet,1058.509868,O2,29.19,0.206,82,700.946,2,Photo,1.43993,12.997,15.085,19.994,205.939,90,499.867,4022.109,4960.439,4.933,92.242,30.011,3,48.353,Hg-Arc,G,365,545.009,109.881,3,Etching,301,1434,3681,5723,70.769,51.312,1.027,3,Implantation,1.68E+16,1.26E+17,3.54E+17,3.01E+17,6.00E+17,32261.627,0.01,102.808,898,155,102,02-21-2018,none,94.9
NOLSM105424,20-02-2019 ?? 9:04:30,4,24,1,Oxidation,wet,1058.249003,O2,33.59,0.206,89,712.311,3,Photo,0.75558,15.469,15.181,19.997,194.411,90,497.347,4093.277,5044.471,4.922,92.307,30.001,2,41.355,Hg-Arc,G,365,510.479,105.87,2,Etching,361,1532,3673,5701,71.02,51.082,1.05,2,Implantation,1.75E+16,1.73E+17,7.73E+17,3.01E+17,6.00E+17,32507.325,0.01,102.652,889,159,121,02-21-2018,none,93.95
NOLSM106425,20-02-2019 ?? 9:04:30,4,25,1,Oxidation,wet,959.5171027,H2O,28.78,0.198,51,709.928,3,Photo,1.12382,15.226,14.986,20,197.806,90.001,497.615,4015.737,4900.137,5.02,94.282,29.99,3,40.31,Hg-Arc,G,365,520.21,107.258,1,Etching,254,1412,3655,5748,70.076,50.464,1.015,1,Implantation,7.30E+15,5.36E+16,5.48E+17,3.01E+17,6.00E+17,31857.972,0.01,103.834,916,153,40,02-21-2018,none,98
NOLSM107426,20-02-2019 ?? 9:04:30,4,26,2,Oxidation,dry,1210.740167,O2,31.72,0.204,141,720.435,1,Photo,1.01686,16.107,15.021,19.995,205.928,90,503.624,4023.31,5034.715,4.995,90.466,30.002,1,37.515,Hg-Arc,I,365,492.446,108.763,1,Etching,331,1494,3666,5729,70.284,51.916,1.042,1,Implantation,7.65E+15,1.34E+17,9.58E+17,3.00E+17,6.00E+17,30998.017,0.01,103.704,905,155,79,02-21-2018,none,96.05
